bill_id,customer_id,bill_date,bill_month,bill_year,bill_amount,payment_status
31649,180,2023-07-15,July,2023,969,Paid
31650,462,2023-05-20,May,2023,869,Paid
31651,290,2022-04-04,April,2022,1951,Paid
31652,214,2022-11-03,November,2022,1525,Delayed
31653,432,2024-01-08,January,2024,626,Paid
31654,97,2023-06-01,June,2023,1239,Delayed
31655,408,2024-05-14,May,2024,279,Paid
31656,249,2022-06-23,June,2022,382,Delayed
31657,221,2023-11-26,November,2023,665,Delayed
31658,13,2022-03-14,March,2022,481,Failed
31659,306,2022-05-25,May,2022,1293,Delayed
31660,91,2023-10-26,October,2023,288,Paid
31661,193,2022-02-25,February,2022,907,Paid
31662,199,2023-11-26,November,2023,840,Paid
31663,260,2023-09-26,September,2023,1814,Delayed
31664,64,2022-09-01,September,2022,1587,Paid
31665,330,2024-06-12,June,2024,401,Delayed
31666,232,2022-07-23,July,2022,1453,Paid
31667,227,2023-08-14,August,2023,797,Paid
31668,167,2022-01-16,January,2022,1961,Paid
31669,251,2022-05-06,May,2022,204,Paid
31670,447,2023-08-22,August,2023,555,Paid
31671,186,2023-04-11,April,2023,1671,Paid
31672,249,2024-02-29,February,2024,1959,Paid
31673,272,2024-05-27,May,2024,1368,Paid
31674,475,2023-03-04,March,2023,253,Paid
31675,340,2022-12-17,December,2022,1289,Delayed
31676,446,2023-07-09,July,2023,1919,Paid
31677,138,2022-03-20,March,2022,345,Paid
31678,109,2023-05-16,May,2023,784,Delayed
31679,318,2024-02-28,February,2024,1178,Paid
31680,417,2023-01-14,January,2023,1873,Paid
31681,455,2022-09-21,September,2022,934,Delayed
31682,426,2022-11-01,November,2022,1454,Paid
31683,44,2023-05-03,May,2023,1690,Paid
31684,430,2024-01-10,January,2024,893,Paid
31685,342,2022-05-05,May,2022,1318,Paid
31686,491,2023-09-10,September,2023,1713,Paid
31687,337,2024-01-12,January,2024,1052,Paid
31688,201,2023-10-08,October,2023,446,Paid
31689,378,2022-03-22,March,2022,330,Delayed
31690,104,2024-05-21,May,2024,1747,Paid
31691,458,2023-09-13,September,2023,1292,Paid
31692,484,2022-06-24,June,2022,547,Paid
31693,479,2023-11-07,November,2023,640,Paid
31694,415,2022-05-05,May,2022,454,Paid
31695,389,2022-12-14,December,2022,1608,Paid
31696,120,2024-06-07,June,2024,703,Paid
31697,402,2023-01-02,January,2023,1922,Paid
31698,390,2023-06-19,June,2023,1823,Delayed
31699,362,2023-02-19,February,2023,614,Paid
31700,434,2024-05-27,May,2024,517,Paid
31701,383,2024-04-22,April,2024,514,Paid
31702,28,2023-07-28,July,2023,1888,Paid
31703,107,2023-12-25,December,2023,1184,Paid
31704,280,2022-09-09,September,2022,1196,Paid
31705,453,2023-08-31,August,2023,1884,Delayed
31706,28,2023-12-22,December,2023,528,Paid
31707,186,2023-07-23,July,2023,1354,Paid
31708,195,2022-08-22,August,2022,1366,Delayed
31709,146,2022-12-24,December,2022,1469,Paid
31710,260,2022-11-22,November,2022,1285,Delayed
31711,360,2022-03-06,March,2022,1904,Paid
31712,177,2022-10-20,October,2022,1725,Paid
31713,128,2022-11-20,November,2022,1458,Paid
31714,384,2022-11-27,November,2022,1619,Paid
31715,106,2023-06-13,June,2023,999,Paid
31716,416,2022-05-15,May,2022,321,Paid
31717,352,2024-03-30,March,2024,468,Paid
31718,383,2023-02-23,February,2023,206,Paid
31719,211,2022-05-10,May,2022,928,Paid
31720,349,2023-07-03,July,2023,540,Paid
31721,481,2024-02-01,February,2024,884,Paid
31722,322,2023-07-23,July,2023,1860,Paid
31723,314,2022-12-23,December,2022,1537,Paid
31724,11,2023-06-06,June,2023,1026,Paid
31725,367,2023-04-05,April,2023,1783,Paid
31726,481,2023-08-16,August,2023,534,Paid
31727,489,2023-08-25,August,2023,946,Paid
31728,360,2023-09-24,September,2023,1059,Delayed
31729,321,2023-09-06,September,2023,454,Paid
31730,384,2023-05-10,May,2023,314,Delayed
31731,490,2023-06-23,June,2023,989,Paid
31732,17,2022-09-18,September,2022,1611,Paid
31733,370,2023-07-27,July,2023,1307,Paid
31734,336,2022-05-16,May,2022,1854,Paid
31735,66,2023-09-01,September,2023,248,Paid
31736,374,2023-10-23,October,2023,1386,Failed
31737,113,2022-08-15,August,2022,1370,Paid
31738,132,2024-02-28,February,2024,753,Paid
31739,416,2024-03-29,March,2024,1358,Paid
31740,71,2024-04-26,April,2024,1980,Paid
31741,413,2022-08-16,August,2022,1440,Paid
31742,61,2024-04-06,April,2024,704,Paid
31743,444,2024-01-31,January,2024,1594,Paid
31744,457,2022-09-15,September,2022,432,Paid
31745,314,2023-02-18,February,2023,973,Paid
31746,483,2024-04-05,April,2024,1337,Paid
31747,244,2022-08-08,August,2022,387,Paid
31748,309,2022-08-24,August,2022,1639,Paid
31749,5,2022-01-20,January,2022,1419,Paid
31750,370,2023-02-28,February,2023,748,Paid
31751,317,2023-02-17,February,2023,722,Paid
31752,21,2023-01-24,January,2023,1858,Paid
31753,186,2022-12-11,December,2022,1778,Paid
31754,209,2023-10-12,October,2023,1019,Paid
31755,231,2023-04-12,April,2023,212,Paid
31756,14,2022-07-08,July,2022,1165,Paid
31757,352,2023-09-09,September,2023,1058,Failed
31758,79,2023-01-03,January,2023,1786,Failed
31759,469,2023-01-20,January,2023,1467,Paid
31760,182,2022-04-08,April,2022,1914,Paid
31761,78,2022-09-27,September,2022,1524,Paid
31762,297,2023-10-27,October,2023,1686,Paid
31763,272,2022-08-06,August,2022,1864,Paid
31764,51,2022-01-21,January,2022,631,Paid
31765,257,2022-09-29,September,2022,810,Paid
31766,296,2023-12-15,December,2023,660,Delayed
31767,18,2022-06-09,June,2022,1076,Delayed
31768,290,2023-05-07,May,2023,482,Paid
31769,218,2023-03-05,March,2023,821,Paid
31770,445,2023-07-30,July,2023,998,Paid
31771,100,2023-08-19,August,2023,1826,Delayed
31772,149,2023-08-08,August,2023,1810,Paid
31773,385,2023-07-26,July,2023,915,Paid
31774,155,2024-05-15,May,2024,732,Paid
31775,435,2023-10-21,October,2023,880,Paid
31776,395,2022-02-16,February,2022,1590,Paid
31777,376,2022-08-11,August,2022,1219,Failed
31778,102,2022-06-07,June,2022,1379,Paid
31779,115,2022-02-16,February,2022,932,Paid
31780,270,2024-03-11,March,2024,1685,Paid
31781,92,2023-12-23,December,2023,1802,Paid
31782,439,2023-06-17,June,2023,359,Delayed
31783,411,2022-12-17,December,2022,372,Paid
31784,406,2022-11-15,November,2022,1103,Failed
31785,21,2022-08-19,August,2022,1721,Paid
31786,120,2022-10-25,October,2022,1772,Failed
31787,408,2023-03-21,March,2023,1558,Paid
31788,19,2022-04-15,April,2022,224,Paid
31789,24,2023-09-30,September,2023,1988,Paid
31790,26,2024-06-01,June,2024,1726,Paid
31791,153,2022-10-26,October,2022,1521,Paid
31792,301,2022-03-09,March,2022,635,Paid
31793,364,2023-06-22,June,2023,957,Paid
31794,413,2023-11-04,November,2023,209,Failed
31795,202,2023-09-12,September,2023,1460,Paid
31796,499,2024-03-11,March,2024,817,Delayed
31797,139,2024-03-27,March,2024,1632,Paid
31798,280,2023-08-19,August,2023,1556,Paid
31799,24,2022-02-10,February,2022,1535,Paid
31800,12,2022-07-19,July,2022,1223,Paid
31801,135,2023-07-02,July,2023,721,Paid
31802,424,2024-05-12,May,2024,1892,Delayed
31803,81,2023-01-10,January,2023,286,Paid
31804,355,2023-02-10,February,2023,440,Paid
31805,70,2022-08-22,August,2022,1207,Paid
31806,204,2023-05-23,May,2023,1354,Paid
31807,79,2022-08-30,August,2022,796,Paid
31808,480,2022-12-05,December,2022,1844,Paid
31809,279,2022-01-20,January,2022,1550,Delayed
31810,199,2024-05-04,May,2024,309,Delayed
31811,379,2023-10-26,October,2023,1942,Paid
31812,294,2024-06-12,June,2024,487,Failed
31813,415,2022-06-20,June,2022,1639,Delayed
31814,285,2022-08-04,August,2022,272,Paid
31815,428,2024-05-17,May,2024,1983,Paid
31816,156,2024-04-20,April,2024,306,Paid
31817,76,2024-01-14,January,2024,1738,Paid
31818,219,2022-01-16,January,2022,1949,Paid
31819,324,2022-10-10,October,2022,1913,Paid
31820,277,2022-10-28,October,2022,1889,Paid
31821,265,2022-06-14,June,2022,999,Failed
31822,49,2024-02-20,February,2024,935,Paid
31823,98,2023-11-22,November,2023,1327,Paid
31824,293,2022-09-15,September,2022,1604,Paid
31825,21,2023-08-11,August,2023,1818,Paid
31826,444,2023-09-09,September,2023,275,Paid
31827,23,2022-12-19,December,2022,401,Paid
31828,472,2022-03-28,March,2022,1049,Paid
31829,138,2024-04-06,April,2024,1723,Paid
31830,230,2023-06-10,June,2023,1463,Paid
31831,326,2024-05-20,May,2024,998,Paid
31832,405,2024-03-08,March,2024,905,Paid
31833,357,2024-01-29,January,2024,1594,Paid
31834,29,2024-05-27,May,2024,1427,Paid
31835,315,2024-01-23,January,2024,610,Paid
31836,424,2024-05-15,May,2024,1436,Paid
31837,21,2022-01-09,January,2022,639,Paid
31838,342,2023-04-08,April,2023,1753,Paid
31839,99,2023-06-20,June,2023,1893,Delayed
31840,63,2023-09-16,September,2023,1434,Paid
31841,302,2022-10-24,October,2022,251,Failed
31842,133,2022-08-05,August,2022,1733,Paid
31843,15,2022-08-16,August,2022,1310,Paid
31844,105,2022-02-01,February,2022,870,Delayed
31845,111,2023-03-07,March,2023,207,Failed
31846,339,2024-02-28,February,2024,889,Paid
31847,336,2022-06-19,June,2022,281,Paid
31848,424,2022-08-19,August,2022,1885,Paid
31849,111,2022-03-11,March,2022,1247,Paid
31850,363,2022-04-21,April,2022,423,Failed
31851,343,2022-03-30,March,2022,1719,Paid
31852,4,2022-01-02,January,2022,628,Paid
31853,469,2022-02-25,February,2022,1650,Paid
31854,152,2023-11-01,November,2023,1416,Paid
31855,42,2022-09-28,September,2022,1340,Paid
31856,375,2022-10-01,October,2022,1033,Paid
31857,26,2023-06-28,June,2023,1093,Paid
31858,362,2022-09-27,September,2022,958,Failed
31859,194,2022-07-09,July,2022,1193,Paid
31860,360,2023-12-23,December,2023,276,Delayed
31861,8,2023-04-28,April,2023,1374,Paid
31862,73,2022-11-04,November,2022,1278,Delayed
31863,450,2022-01-22,January,2022,555,Paid
31864,78,2022-01-14,January,2022,1481,Failed
31865,148,2023-05-01,May,2023,733,Paid
31866,322,2023-12-19,December,2023,872,Paid
31867,68,2023-06-30,June,2023,1816,Paid
31868,355,2024-05-03,May,2024,769,Delayed
31869,183,2023-04-09,April,2023,776,Paid
31870,334,2023-07-22,July,2023,604,Paid
31871,85,2024-01-22,January,2024,313,Paid
31872,496,2023-03-09,March,2023,672,Paid
31873,79,2023-07-29,July,2023,952,Delayed
31874,39,2023-02-04,February,2023,1556,Paid
31875,306,2023-08-15,August,2023,1843,Paid
31876,20,2023-07-06,July,2023,1531,Paid
31877,70,2024-03-16,March,2024,529,Paid
31878,156,2022-10-06,October,2022,1766,Delayed
31879,117,2024-02-07,February,2024,923,Paid
31880,368,2022-04-20,April,2022,1181,Paid
31881,427,2022-02-17,February,2022,1726,Paid
31882,450,2024-01-14,January,2024,286,Paid
31883,28,2022-03-23,March,2022,1106,Delayed
31884,375,2023-11-17,November,2023,772,Paid
31885,98,2023-09-17,September,2023,201,Paid
31886,462,2022-10-05,October,2022,1996,Paid
31887,329,2023-01-16,January,2023,1605,Paid
31888,151,2022-11-06,November,2022,1846,Paid
31889,364,2023-07-06,July,2023,722,Paid
31890,419,2023-06-26,June,2023,1787,Paid
31891,22,2024-02-06,February,2024,1370,Paid
31892,261,2022-08-28,August,2022,704,Paid
31893,60,2022-07-02,July,2022,844,Paid
31894,425,2022-07-03,July,2022,282,Paid
31895,413,2023-07-08,July,2023,1620,Delayed
31896,163,2023-04-11,April,2023,382,Paid
31897,114,2023-10-01,October,2023,367,Paid
31898,354,2023-03-13,March,2023,1783,Paid
31899,196,2023-08-17,August,2023,306,Paid
31900,45,2022-08-21,August,2022,391,Paid
31901,113,2024-03-31,March,2024,1050,Paid
31902,393,2023-12-05,December,2023,1436,Paid
31903,179,2022-01-01,January,2022,1582,Paid
31904,270,2023-05-20,May,2023,1317,Paid
31905,493,2022-12-28,December,2022,1765,Paid
31906,325,2023-12-20,December,2023,1378,Paid
31907,370,2023-12-10,December,2023,1746,Paid
31908,56,2022-10-10,October,2022,470,Paid
31909,367,2023-06-13,June,2023,1959,Paid
31910,347,2024-04-10,April,2024,1385,Paid
31911,267,2024-06-14,June,2024,754,Paid
31912,414,2022-06-18,June,2022,1104,Paid
31913,115,2024-06-07,June,2024,936,Paid
31914,357,2022-07-05,July,2022,963,Paid
31915,167,2022-05-02,May,2022,943,Paid
31916,354,2023-03-17,March,2023,969,Failed
31917,115,2024-01-06,January,2024,997,Failed
31918,408,2023-10-01,October,2023,1402,Failed
31919,80,2023-11-09,November,2023,1445,Paid
31920,314,2023-04-19,April,2023,314,Paid
31921,286,2022-05-02,May,2022,1159,Paid
31922,408,2024-04-13,April,2024,1227,Paid
31923,323,2024-01-02,January,2024,971,Paid
31924,29,2024-03-01,March,2024,264,Paid
31925,42,2023-10-22,October,2023,725,Paid
31926,460,2022-10-19,October,2022,647,Paid
31927,119,2022-09-04,September,2022,1371,Paid
31928,62,2022-07-07,July,2022,299,Paid
31929,155,2023-06-07,June,2023,1489,Paid
31930,285,2022-10-11,October,2022,928,Paid
31931,450,2023-07-11,July,2023,752,Paid
31932,441,2022-05-04,May,2022,264,Paid
31933,189,2024-06-08,June,2024,1572,Failed
31934,285,2022-09-04,September,2022,318,Paid
31935,104,2023-02-10,February,2023,443,Paid
31936,57,2022-12-03,December,2022,587,Paid
31937,457,2022-06-08,June,2022,485,Failed
31938,311,2022-09-24,September,2022,1270,Paid
31939,372,2022-10-19,October,2022,998,Delayed
31940,172,2023-08-13,August,2023,1023,Paid
31941,384,2024-03-13,March,2024,1989,Paid
31942,156,2024-06-13,June,2024,616,Failed
31943,165,2022-05-31,May,2022,1168,Paid
31944,407,2022-10-12,October,2022,549,Paid
31945,333,2022-05-31,May,2022,353,Paid
31946,69,2022-05-04,May,2022,1560,Delayed
31947,480,2024-01-10,January,2024,1483,Paid
31948,476,2022-09-29,September,2022,1751,Delayed
31949,58,2024-05-20,May,2024,401,Paid
31950,207,2022-12-06,December,2022,1163,Failed
31951,472,2023-12-30,December,2023,638,Paid
31952,416,2023-10-21,October,2023,1388,Paid
31953,85,2023-12-31,December,2023,577,Paid
31954,325,2023-08-31,August,2023,1660,Paid
31955,101,2023-03-23,March,2023,246,Paid
31956,292,2023-07-16,July,2023,427,Paid
31957,251,2023-04-02,April,2023,1947,Paid
31958,220,2023-07-09,July,2023,1950,Paid
31959,160,2023-06-15,June,2023,1188,Paid
31960,187,2022-04-23,April,2022,879,Paid
31961,384,2024-06-07,June,2024,1244,Paid
31962,444,2023-12-26,December,2023,1497,Paid
31963,87,2023-06-14,June,2023,1335,Paid
31964,464,2023-10-08,October,2023,1096,Paid
31965,498,2024-03-13,March,2024,1937,Paid
31966,330,2023-06-10,June,2023,1767,Paid
31967,349,2022-03-05,March,2022,1167,Paid
31968,500,2023-01-28,January,2023,1153,Paid
31969,155,2023-11-06,November,2023,1311,Paid
31970,355,2024-02-09,February,2024,844,Paid
31971,490,2023-05-14,May,2023,209,Paid
31972,493,2023-06-02,June,2023,1249,Paid
31973,280,2022-12-21,December,2022,654,Paid
31974,343,2023-09-25,September,2023,1253,Paid
31975,323,2022-06-02,June,2022,801,Paid
31976,164,2022-11-25,November,2022,1669,Paid
31977,493,2023-11-21,November,2023,1650,Paid
31978,398,2023-04-24,April,2023,1903,Delayed
31979,68,2023-01-26,January,2023,1781,Paid
31980,428,2023-07-29,July,2023,1163,Paid
31981,432,2023-02-16,February,2023,789,Paid
31982,362,2022-09-15,September,2022,712,Paid
31983,375,2023-07-31,July,2023,597,Paid
31984,288,2024-05-18,May,2024,1754,Paid
31985,212,2023-05-22,May,2023,585,Paid
31986,120,2023-11-30,November,2023,816,Paid
31987,401,2024-01-09,January,2024,1552,Paid
31988,477,2023-12-12,December,2023,1824,Delayed
31989,185,2022-10-21,October,2022,336,Delayed
31990,423,2024-02-02,February,2024,1902,Paid
31991,416,2023-04-22,April,2023,851,Paid
31992,452,2024-04-09,April,2024,1947,Paid
31993,216,2023-12-06,December,2023,680,Paid
31994,492,2023-05-23,May,2023,498,Paid
31995,490,2022-04-29,April,2022,230,Paid
31996,130,2023-11-22,November,2023,655,Delayed
31997,78,2023-04-23,April,2023,740,Paid
31998,488,2023-07-18,July,2023,1607,Paid
31999,170,2023-09-14,September,2023,1554,Paid
32000,38,2024-01-06,January,2024,242,Paid
32001,55,2024-04-21,April,2024,745,Paid
32002,439,2023-09-02,September,2023,1182,Paid
32003,290,2022-11-15,November,2022,622,Paid
32004,46,2023-01-30,January,2023,243,Delayed
32005,171,2022-02-17,February,2022,578,Paid
32006,130,2023-09-05,September,2023,695,Paid
32007,164,2023-03-14,March,2023,1082,Delayed
32008,70,2023-04-20,April,2023,1157,Paid
32009,292,2024-01-22,January,2024,336,Paid
32010,406,2023-08-09,August,2023,1781,Paid
32011,69,2023-07-04,July,2023,606,Paid
32012,422,2023-12-29,December,2023,383,Paid
32013,105,2022-05-16,May,2022,687,Paid
32014,54,2023-06-02,June,2023,216,Paid
32015,406,2024-01-29,January,2024,1919,Paid
32016,368,2022-11-20,November,2022,1294,Delayed
32017,459,2022-07-16,July,2022,833,Delayed
32018,363,2022-04-21,April,2022,369,Paid
32019,248,2024-03-10,March,2024,1299,Paid
32020,415,2023-07-04,July,2023,598,Paid
32021,309,2022-04-25,April,2022,1108,Paid
32022,373,2023-11-28,November,2023,1743,Paid
32023,106,2023-12-25,December,2023,1423,Paid
32024,349,2023-05-03,May,2023,1977,Paid
32025,315,2022-12-31,December,2022,1803,Paid
32026,97,2023-04-29,April,2023,437,Paid
32027,342,2024-02-06,February,2024,1539,Paid
32028,433,2024-04-11,April,2024,1745,Paid
32029,27,2022-11-06,November,2022,518,Paid
32030,72,2022-04-23,April,2022,1772,Paid
32031,378,2022-09-27,September,2022,720,Delayed
32032,496,2022-11-16,November,2022,726,Paid
32033,185,2022-06-24,June,2022,675,Paid
32034,134,2024-04-01,April,2024,1547,Paid
32035,174,2022-01-19,January,2022,1688,Paid
32036,281,2022-07-22,July,2022,1977,Paid
32037,98,2022-05-06,May,2022,957,Delayed
32038,393,2023-04-12,April,2023,240,Paid
32039,64,2022-09-11,September,2022,432,Paid
32040,484,2024-04-07,April,2024,754,Paid
32041,415,2024-02-06,February,2024,635,Paid
32042,403,2024-03-10,March,2024,874,Delayed
32043,113,2022-10-19,October,2022,1884,Paid
32044,65,2022-06-01,June,2022,1502,Delayed
32045,216,2022-07-18,July,2022,1426,Paid
32046,354,2022-07-18,July,2022,941,Paid
32047,401,2024-03-24,March,2024,1106,Paid
32048,290,2023-11-18,November,2023,1001,Paid
32049,483,2023-03-29,March,2023,1528,Paid
32050,420,2024-02-21,February,2024,1049,Paid
32051,397,2022-06-29,June,2022,1195,Paid
32052,315,2022-08-06,August,2022,1044,Paid
32053,89,2023-09-22,September,2023,708,Paid
32054,247,2024-03-28,March,2024,1518,Paid
32055,332,2024-04-12,April,2024,220,Delayed
32056,149,2024-04-24,April,2024,1909,Paid
32057,357,2022-11-16,November,2022,1206,Delayed
32058,366,2022-01-23,January,2022,440,Paid
32059,486,2023-09-29,September,2023,1041,Paid
32060,449,2022-03-25,March,2022,776,Paid
32061,240,2023-12-12,December,2023,1616,Paid
32062,6,2022-11-22,November,2022,1649,Paid
32063,237,2023-11-30,November,2023,651,Paid
32064,365,2022-11-25,November,2022,705,Paid
32065,267,2023-08-27,August,2023,1828,Paid
32066,336,2022-11-26,November,2022,411,Paid
32067,406,2023-11-25,November,2023,1463,Paid
32068,238,2024-01-09,January,2024,1191,Paid
32069,139,2023-12-12,December,2023,607,Delayed
32070,165,2023-04-18,April,2023,820,Paid
32071,282,2023-04-23,April,2023,757,Failed
32072,185,2022-08-23,August,2022,1070,Failed
32073,154,2023-07-10,July,2023,866,Paid
32074,106,2023-08-11,August,2023,790,Paid
32075,149,2023-10-15,October,2023,1267,Failed
32076,185,2023-11-25,November,2023,905,Paid
32077,410,2022-04-29,April,2022,1459,Paid
32078,271,2022-02-09,February,2022,921,Delayed
32079,359,2022-09-17,September,2022,978,Paid
32080,191,2024-01-26,January,2024,1817,Paid
32081,163,2023-10-03,October,2023,1335,Paid
32082,395,2022-01-06,January,2022,705,Paid
32083,201,2022-11-07,November,2022,1865,Paid
32084,106,2022-03-07,March,2022,648,Paid
32085,215,2023-01-09,January,2023,1790,Paid
